Stations,Drones,Iteration,FlightTime,Distance,IL_AP_Count,IL_Distance,IL_FlightTime,IL_AlgorithmTime,IL_Validation,IL_Quality,IL_PredictedExtraHoverTime,ApproximationVoronoi_AP_Count,ApproximationVoronoi_Distance,ApproximationVoronoi_FlightTime,ApproximationVoronoi_AlgorithmTime,ApproximationVoronoi_Validation,ApproximationVoronoi_Quality,ApproximationVoronoi_PredictedExtraHoverTime,TrueVoronoi_AP_Count,TrueVoronoi_Distance,TrueVoronoi_FlightTime,TrueVoronoi_AlgorithmTime,TrueVoronoi_Validation,TrueVoronoi_Quality,TrueVoronoi_PredictedExtraHoverTime,ConstrainedKMeans_AP_Count,ConstrainedKMeans_Distance,ConstrainedKMeans_FlightTime,ConstrainedKMeans_AlgorithmTime,ConstrainedKMeans_Validation,ConstrainedKMeans_Quality,ConstrainedKMeans_PredictedExtraHoverTime,CustomDBSCAN_AP_Count,CustomDBSCAN_Distance,CustomDBSCAN_FlightTime,CustomDBSCAN_AlgorithmTime,CustomDBSCAN_Validation,CustomDBSCAN_Quality,CustomDBSCAN_PredictedExtraHoverTime,GeometricSetCover_AP_Count,GeometricSetCover_Distance,GeometricSetCover_FlightTime,GeometricSetCover_AlgorithmTime,GeometricSetCover_Validation,GeometricSetCover_Quality,GeometricSetCover_PredictedExtraHoverTime,GraphBased_AP_Count,GraphBased_Distance,GraphBased_FlightTime,GraphBased_AlgorithmTime,GraphBased_Validation,GraphBased_Quality,GraphBased_PredictedExtraHoverTime,GreedyCirclePacking_AP_Count,GreedyCirclePacking_Distance,GreedyCirclePacking_FlightTime,GreedyCirclePacking_AlgorithmTime,GreedyCirclePacking_Validation,GreedyCirclePacking_Quality,GreedyCirclePacking_PredictedExtraHoverTime
5,2,1,4.525537037037037,2308.79,5,2308.79,4.275537037037037,41390,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,304,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,225,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,386,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,166,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,175,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,161,1_1_1,0.9999999999999999,0,5,2308.79,4.275537037037037,21471,1_1_1,0.9999999999999999,0
5,2,2,5.850148148148149,3024.08,5,3024.08,5.600148148148149,36520,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,313,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,228,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,395,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,179,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,180,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,181,1_1_1,0.9999999999999999,0,5,3024.08,5.600148148148149,229,1_1_1,0.9999999999999999,0
5,2,3,3.1047407407407412,1541.56,3,1455.52,2.745667964445844,35689,1_1_1,0.6841693945573933,3.0156334223062196,3,1441.34,2.6794437455960933,257,1_1_1,0.8614954727793156,0.6177358468767229,3,1455.52,2.745667964445844,158,1_1_1,0.6841693945573933,3.0156334223062196,5,1541.56,2.8547407407407412,789,1_1_1,0.9999999999999999,0,3,1455.52,2.745667964445844,166,1_1_1,0.6841693945573933,3.0156334223062196,3,1455.52,2.745667964445844,127,1_1_1,0.6841693945573933,3.0156334223062196,3,1455.52,2.745667964445844,151,1_1_1,0.6841693945573933,3.0156334223062196,3,1455.52,2.745667964445844,163,1_1_1,0.6841693945573933,3.0156334223062196
5,2,4,4.771000000000001,2441.34,4,2350.32,4.382291435326542,70248,1_1_1,0.8100168716103956,1.7908194529259034,4,2390.16,4.433356305299192,300,1_1_1,0.8994660474012918,0.4280449846181753,4,2350.32,4.382291435326542,196,1_1_1,0.8100168716103956,1.7908194529259034,4,2390.29,4.43359714647667,524,1_1_1,0.8994656506111299,0.42805101082239894,4,2350.32,4.382291435326542,202,1_1_1,0.8100168716103956,1.7908194529259034,4,2350.32,4.382291435326542,156,1_1_1,0.8100168716103956,1.7908194529259034,4,2350.32,4.382291435326542,187,1_1_1,0.8100168716103956,1.7908194529259034,4,2350.32,4.382291435326542,196,1_1_1,0.8100168716103956,1.7908194529259034
5,2,5,4.03137037037037,2041.94,5,2041.94,3.7813703703703703,105404,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,440,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,233,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,487,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,183,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,170,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,171,1_1_1,0.9999999999999999,0,5,2041.94,3.7813703703703703,232,1_1_1,0.9999999999999999,0
5,2,6,4.317611111111112,2196.51,5,2196.51,4.067611111111112,88523,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,302,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,233,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,398,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,207,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,183,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,195,1_1_1,0.9999999999999999,0,5,2196.51,4.067611111111112,270,1_1_1,0.9999999999999999,0
5,2,7,4.491685185185186,2290.51,5,2290.51,4.241685185185186,65999,1_1_1,0.9999999999999999,0,5,2290.51,4.241685185185186,319,1_1_1,0.9999999999999999,0,5,2290.51,4.241685185185186,280,1_1_1,0.9999999999999999,0,5,2290.51,4.241685185185186,409,1_1_1,0.9999999999999999,0,5,2290.51,4.241685185185186,186,1_1_1,0.9999999999999999,0,5,2290.51,4.241685185185186,175,1_1_1,0.9999999999999999,0,5,2290.51,4.241685185185186,177,1_1_1,0.9999999999999999,0,4,2297.7,4.3549999999999995,199,1_1_1,0.686471930576204,6
5,2,8,5.749944444444445,2969.97,5,2969.97,5.499944444444445,86154,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,313,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,240,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,416,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,188,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,179,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,196,1_1_1,0.9999999999999999,0,5,2969.97,5.499944444444445,229,1_1_1,0.9999999999999999,0
5,2,9,3.7842222222222226,1908.48,4,1905.51,3.5469563692638393,40955,1_1_1,0.8556821413213499,1.094048822497028,4,1883.96,3.489402432452609,303,1_1_1,0.9253533854583141,0.035257058267630814,4,1905.51,3.5469563692638393,208,1_1_1,0.8556821413213499,1.094048822497028,5,1908.48,3.5342222222222226,714,1_1_1,0.9999999999999999,0,4,1905.51,3.5469563692638393,182,1_1_1,0.8556821413213499,1.094048822497028,4,1905.51,3.5469563692638393,160,1_1_1,0.8556821413213499,1.094048822497028,4,1905.51,3.5469563692638393,194,1_1_1,0.8556821413213499,1.094048822497028,4,1905.51,3.5469563692638393,192,1_1_1,0.8556821413213499,1.094048822497028
5,2,10,3.977388888888889,2012.79,4,2003.71,3.710574074074074,42894,1_1_1,0.9431024406474423,0,4,1989.27,3.6838333333333333,273,1_1_1,0.9691842021299558,0,4,2003.71,3.710574074074074,183,1_1_1,0.9431024406474423,0,4,1990.4,3.6859259259259263,593,1_1_1,0.9691323745255703,0,4,2003.71,3.710574074074074,660,1_1_1,0.9431024406474423,0,4,2003.71,3.710574074074074,151,1_1_1,0.9431024406474423,0,4,2003.71,3.710574074074074,189,1_1_1,0.9431024406474423,0,4,2003.71,3.710574074074074,198,1_1_1,0.9431024406474423,0
5,3,1,5.2427222222222225,2696.07,5,2696.07,4.9927222222222225,97903,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,416,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,350,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,448,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,198,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,185,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,177,1_1_1,0.9999999999999999,0,5,2696.07,4.9927222222222225,241,1_1_1,0.9999999999999999,0
5,3,2,7.062425925925926,3678.71,5,3678.71,6.812425925925926,36391,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,306,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,226,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,395,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,177,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,174,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,183,1_1_1,0.9999999999999999,0,5,3678.71,6.812425925925926,231,1_1_1,0.9999999999999999,0
5,3,3,6.34674074074074,3292.24,5,3292.24,6.09674074074074,78214,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,314,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,241,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,450,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,198,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,203,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,198,1_1_1,0.9999999999999999,0,5,3292.24,6.09674074074074,242,1_1_1,0.9999999999999999,0
5,3,4,6.779833333333334,3526.11,5,3526.11,6.529833333333334,48558,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,294,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,228,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,381,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,167,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,170,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,162,1_1_1,0.9999999999999999,0,5,3526.11,6.529833333333334,228,1_1_1,0.9999999999999999,0
5,3,5,3.6525185185185185,1837.36,5,1837.36,3.4025185185185185,50861,1_1_1,0.9999999999999999,0,5,1837.36,3.4025185185185185,289,1_1_1,0.9999999999999999,0,5,1837.36,3.4025185185185185,231,1_1_1,0.9999999999999999,0,5,1890.96,3.501777777777778,398,1_1_1,0.9999999999999999,0,5,1837.36,3.4025185185185185,181,1_1_1,0.9999999999999999,0,5,1837.36,3.4025185185185185,174,1_1_1,0.9999999999999999,0,5,1890.96,3.501777777777778,157,1_1_1,0.9999999999999999,0,5,1837.36,3.4025185185185185,236,1_1_1,0.9999999999999999,0
5,3,6,5.253296296296297,2701.78,5,2701.78,5.003296296296297,35657,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,295,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,221,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,390,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,173,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,176,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,180,1_1_1,0.9999999999999999,0,5,2701.78,5.003296296296297,223,1_1_1,0.9999999999999999,0
5,3,7,5.09837037037037,2618.12,5,2618.12,4.84837037037037,104780,1_1_1,0.9999999999999999,0,5,2618.12,4.84837037037037,319,1_1_1,0.9999999999999999,0,5,2618.12,4.84837037037037,274,1_1_1,0.9999999999999999,0,5,2618.12,4.84837037037037,483,1_1_1,0.9999999999999999,0,5,2618.12,4.84837037037037,202,1_1_1,0.9999999999999999,0,5,2618.12,4.84837037037037,180,1_1_1,0.9999999999999999,0,5,2618.12,4.84837037037037,169,1_1_1,0.9999999999999999,0,4,2073.5,3.9398148148148153,234,1_1_1,0.7013301053403808,6
5,3,8,6.7320370370370375,3500.3,4,3158.99,5.874807924570355,47647,1_1_1,0.82974199544455,1.4895865853324004,4,3162.21,5.860081759953838,283,1_1_1,0.9113103357371409,0.24823893056360014,4,3158.99,5.874807924570355,189,1_1_1,0.82974199544455,1.4895865853324004,5,3500.3,6.4820370370370375,467,1_1_1,0.9999999999999999,0,4,3158.99,5.874807924570355,165,1_1_1,0.82974199544455,1.4895865853324004,4,3158.99,5.874807924570355,149,1_1_1,0.82974199544455,1.4895865853324004,4,3158.99,5.874807924570355,167,1_1_1,0.82974199544455,1.4895865853324004,4,3158.99,5.874807924570355,196,1_1_1,0.82974199544455,1.4895865853324004
5,3,9,6.386611111111112,3313.77,5,3313.77,6.136611111111112,42610,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,347,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,248,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,501,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,305,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,188,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,206,1_1_1,0.9999999999999999,0,5,3313.77,6.136611111111112,248,1_1_1,0.9999999999999999,0
5,3,10,6.113444444444445,3166.26,5,3166.26,5.863444444444445,49453,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,299,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,220,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,389,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,181,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,171,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,191,1_1_1,0.9999999999999999,0,5,3166.26,5.863444444444445,228,1_1_1,0.9999999999999999,0
5,4,1,4.704574074074074,2405.47,5,2405.47,4.454574074074074,40790,1_1_1,0.9999999999999999,0,5,2405.47,4.454574074074074,314,1_1_1,0.9999999999999999,0,5,2405.47,4.454574074074074,230,1_1_1,0.9999999999999999,0,5,2405.47,4.454574074074074,403,1_1_1,0.9999999999999999,0,5,2405.47,4.454574074074074,179,1_1_1,0.9999999999999999,0,5,2405.47,4.454574074074074,22716,1_1_1,0.9999999999999999,0,5,2405.47,4.454574074074074,164,1_1_1,0.9999999999999999,0,4,3181.11,5.9909444444444455,228,1_1_1,0.7148109323096299,6
5,4,2,5.169796296296297,2656.69,5,2656.69,4.919796296296297,39504,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,319,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,235,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,414,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,182,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,178,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,167,1_1_1,0.9999999999999999,0,5,2656.69,4.919796296296297,232,1_1_1,0.9999999999999999,0
5,4,3,6.729925925925926,3499.16,5,3499.16,6.479925925925926,81262,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,378,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,251,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,460,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,208,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,179,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,207,1_1_1,0.9999999999999999,0,5,3499.16,6.479925925925926,297,1_1_1,0.9999999999999999,0
5,4,4,4.739370370370372,2424.26,5,2424.26,4.489370370370372,63535,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,303,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,228,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,413,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,178,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,172,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,185,1_1_1,0.9999999999999999,0,5,2424.26,4.489370370370372,238,1_1_1,0.9999999999999999,0
5,4,5,5.352648148148148,2755.43,4,3409.59,6.318934512527262,37063,1_1_1,0.9083781493261283,0.29273741830236233,4,3396.87,6.2905,275,1_1_1,0.9511901901605461,0,4,3409.59,6.318934512527262,184,1_1_1,0.9083781493261283,0.29273741830236233,5,2755.43,5.102648148148148,398,1_1_1,0.9999999999999999,0,4,3409.59,6.318934512527262,174,1_1_1,0.9083781493261283,0.29273741830236233,4,3409.59,6.318934512527262,144,1_1_1,0.9083781493261283,0.29273741830236233,4,3409.59,6.318934512527262,187,1_1_1,0.9083781493261283,0.29273741830236233,4,3409.59,6.318934512527262,183,1_1_1,0.9083781493261283,0.29273741830236233
5,4,6,5.5424444444444445,2857.92,5,2857.92,5.2924444444444445,67017,1_1_1,0.9999999999999999,0,5,2857.92,5.2924444444444445,304,1_1_1,0.9999999999999999,0,5,2857.92,5.2924444444444445,232,1_1_1,0.9999999999999999,0,5,2857.92,5.2924444444444445,402,1_1_1,0.9999999999999999,0,5,2857.92,5.2924444444444445,172,1_1_1,0.9999999999999999,0,5,2857.92,5.2924444444444445,171,1_1_1,0.9999999999999999,0,5,2857.92,5.2924444444444445,175,1_1_1,0.9999999999999999,0,4,3088.11,5.818722222222222,219,1_1_1,0.681432078162469,6
5,4,7,6.571703703703704,3413.72,5,3413.72,6.321703703703704,36221,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,410,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,322,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,482,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,206,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,192,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,196,1_1_1,0.9999999999999999,0,5,3413.72,6.321703703703704,242,1_1_1,0.9999999999999999,0
5,4,8,4.497148148148148,2293.46,5,2293.46,4.247148148148148,56744,1_1_1,0.9999999999999999,0,5,2293.46,4.247148148148148,336,1_1_1,0.9999999999999999,0,5,2293.46,4.247148148148148,241,1_1_1,0.9999999999999999,0,5,2293.46,4.247148148148148,433,1_1_1,0.9999999999999999,0,5,2293.46,4.247148148148148,235,1_1_1,0.9999999999999999,0,5,2293.46,4.247148148148148,182,1_1_1,0.9999999999999999,0,5,2293.46,4.247148148148148,194,1_1_1,0.9999999999999999,0,4,2512.53,4.752833333333334,236,1_1_1,0.690127859519928,6
5,4,9,5.185166666666667,2664.99,5,2664.99,4.935166666666667,41125,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,326,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,236,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,398,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,186,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,177,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,190,1_1_1,0.9999999999999999,0,5,2664.99,4.935166666666667,235,1_1_1,0.9999999999999999,0
5,4,10,4.784092592592593,2448.41,5,2448.41,4.534092592592593,66645,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,308,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,230,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,416,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,196,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,181,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,175,1_1_1,0.9999999999999999,0,5,2448.41,4.534092592592593,232,1_1_1,0.9999999999999999,0
